price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,area_per_bathroom,area_per_bedroom
12250000,8960,4,4,4,1,0,0,0,1,3,0,False,False,0.1111111111111111,0.2989226563756231
12250000,9960,3,2,2,1,0,1,0,0,2,1,True,False,0.33333333333333337,0.4725840167229458
12215000,7500,4,2,2,1,0,1,0,1,3,1,False,False,0.23357664233576644,0.2402315484804631
11410000,7420,4,1,2,1,1,1,0,1,2,0,False,False,0.5312246553122465,0.23701559736292008
10850000,7500,3,3,1,1,0,1,0,1,2,1,True,False,0.13219789132197893,0.3407300209036822
10150000,8580,4,3,4,1,0,0,0,1,2,1,True,False,0.16139497161394972,0.2836468885672938
9870000,8100,4,1,2,1,1,1,0,1,2,1,False,False,0.5863746958637469,0.26435118186203566
9800000,5750,3,2,4,1,1,0,0,1,1,1,False,True,0.16261151662611517,0.24693144664201103
9800000,13200,3,1,2,1,0,1,0,1,2,1,False,False,1.0,0.6462453770702685
9681000,6000,4,3,2,1,1,1,1,0,2,0,True,False,0.0916463909164639,0.1799324650265316
9310000,6550,4,2,2,1,0,0,0,1,1,1,True,False,0.19505271695052714,0.20204212895963983
9240000,3500,4,2,2,1,0,0,1,0,2,0,False,False,0.07137064071370641,0.07943399260331244
9240000,7800,3,2,2,1,0,0,0,0,0,1,True,False,0.24574209245742093,0.35680977649139733
9100000,6000,4,1,2,1,0,1,0,0,2,0,True,False,0.416058394160584,0.1799324650265316
9100000,6600,4,2,2,1,1,1,0,1,1,1,False,True,0.19708029197080293,0.2040520984081042
8960000,8500,3,2,4,1,0,0,0,1,2,0,False,False,0.2741281427412814,0.3943292061960658
8890000,4600,3,2,2,1,1,0,0,1,2,0,False,False,0.1159772911597729,0.18529238355576994
8855000,6420,3,2,2,1,0,0,0,1,1,1,True,False,0.18978102189781024,0.28284290078790797
8750000,4320,3,1,2,1,0,1,1,0,2,0,True,False,0.2798053527980535,0.17028461167390255
8680000,7155,3,2,1,1,1,1,0,1,2,0,False,True,0.21958637469586376,0.3222383019778099
8645000,8050,3,1,1,1,1,1,0,1,1,0,False,False,0.5823195458231955,0.3702095728144932
8645000,4560,3,2,2,1,1,1,0,1,1,0,False,False,0.11435523114355231,0.1831484161440746
8575000,8800,3,2,2,1,0,0,0,1,2,0,False,False,0.2862935928629359,0.41040896178378095
8540000,6540,4,2,2,1,1,1,0,1,2,1,False,False,0.19464720194647203,0.2016401350699469
8463000,6000,3,2,4,1,1,1,0,1,0,1,True,False,0.17274939172749393,0.2603312429651069
8400000,8875,3,1,1,1,0,0,0,0,1,0,True,False,0.6492295214922952,0.4144289006807097
8400000,7950,5,2,2,1,0,1,1,0,2,0,False,True,0.25182481751824815,0.19440424505547513
8400000,5500,4,2,2,1,0,1,0,1,1,1,True,False,0.15247364152473641,0.15983277054188777
8400000,7475,3,2,4,1,0,0,0,1,2,0,False,True,0.23256285482562852,0.3393900412713726
8400000,7000,3,1,4,1,0,0,0,1,2,0,True,False,0.49716139497161393,0.3139304282574905
8295000,4880,4,2,2,1,0,0,0,1,1,1,False,False,0.1273317112733171,0.1349091493809294
8190000,5960,3,3,2,1,1,1,0,0,1,0,False,True,0.09056501757231686,0.2581872755534116
8120000,6840,5,1,2,1,1,1,0,1,1,0,False,False,0.4841849148418491,0.1587071876507477
8080940,7000,3,2,4,1,0,0,0,1,2,0,False,False,0.21330089213300893,0.3139304282574905
8043000,7482,3,2,3,1,0,0,1,0,1,1,False,False,0.23284671532846715,0.3397652355684193
7980000,9000,4,2,4,1,0,0,0,1,2,0,False,False,0.2944038929440389,0.30053063193439455
7962500,6000,3,1,4,1,1,0,0,1,2,0,False,True,0.416058394160584,0.2603312429651069
7910000,6000,4,2,4,1,0,0,0,1,1,0,True,False,0.17274939172749393,0.1799324650265316
7875000,6550,3,1,2,1,0,1,0,1,0,1,False,False,0.46066504460665036,0.2898107948759179
7840000,6360,3,2,4,1,0,0,0,1,0,1,False,False,0.18734793187347934,0.27962694967036505
7700000,6480,3,2,4,1,0,0,0,1,2,0,False,True,0.19221411192214113,0.286058851905451
7700000,6000,4,2,4,1,0,0,0,0,2,0,True,False,0.17274939172749393,0.1799324650265316
7560000,6000,4,2,4,1,0,0,0,1,1,0,False,False,0.17274939172749393,0.1799324650265316
7560000,6000,3,2,3,1,0,0,0,1,0,0,True,False,0.17274939172749393,0.2603312429651069
7525000,6000,3,2,4,1,0,0,0,1,1,0,False,False,0.17274939172749393,0.2603312429651069
7490000,6600,3,1,4,1,0,0,0,1,3,1,False,False,0.46472019464720193,0.29249075414053705
7455000,4300,3,2,2,1,0,1,0,0,1,0,False,True,0.10381184103811841,0.16921262796805486
7420000,7440,3,2,1,1,1,1,0,1,0,1,True,False,0.23114355231143555,0.3375140697861393
7420000,7440,3,2,4,1,0,0,0,0,1,1,False,True,0.23114355231143555,0.3375140697861393
7420000,6325,3,1,4,1,0,0,0,1,1,0,False,True,0.4424168694241687,0.2777509781851316
7350000,6000,4,2,4,1,1,0,0,1,1,0,False,False,0.17274939172749393,0.1799324650265316
7350000,5150,3,2,4,1,0,0,0,1,2,0,True,False,0.13828061638280617,0.21477193546658094
7350000,6000,3,2,2,1,1,0,0,1,1,0,True,False,0.17274939172749393,0.2603312429651069
7350000,6000,3,1,2,1,0,0,0,1,1,0,False,True,0.416058394160584,0.2603312429651069
7343000,11440,4,1,2,1,0,1,0,0,1,1,True,False,0.8572587185725872,0.39861714101945644
7245000,9000,4,2,4,1,1,0,0,1,1,1,False,False,0.2944038929440389,0.30053063193439455
7210000,7680,4,2,4,1,1,0,0,1,1,0,True,False,0.24087591240875914,0.24746743849493488
7210000,6000,3,2,4,1,1,0,0,1,1,0,False,False,0.17274939172749393,0.2603312429651069
7140000,6000,3,2,2,1,1,0,0,0,1,0,True,False,0.17274939172749393,0.2603312429651069
7070000,8880,2,1,1,1,0,0,0,1,1,0,True,False,0.6496350364963503,0.6526772793053546
7070000,6240,4,2,2,1,0,0,0,1,1,0,False,False,0.18248175182481755,0.18958031837916064
7035000,6360,4,2,3,1,0,0,0,1,2,1,False,False,0.18734793187347934,0.19440424505547513
7000000,11175,3,1,1,1,0,1,0,1,1,1,False,False,0.8357664233576642,0.5377070268531918
6930000,8880,3,2,2,1,0,1,0,1,1,0,False,False,0.2895377128953771,0.4146968966071716
6930000,13200,2,1,1,1,0,1,1,0,1,0,False,False,1.0,1.0
6895000,7700,3,2,1,1,0,0,0,0,2,0,False,True,0.24168694241686942,0.351449857962159
6860000,6000,3,1,1,1,0,0,0,1,1,0,False,False,0.416058394160584,0.2603312429651069
6790000,12090,4,2,2,1,0,0,0,0,2,1,False,False,0.4197080291970803,0.4247467438494935
6790000,4000,3,2,2,1,0,1,0,1,0,1,True,False,0.0916463909164639,0.1531328723803398
6755000,6000,4,2,4,1,0,0,0,1,0,0,False,True,0.17274939172749393,0.1799324650265316
6720000,5020,3,1,4,1,0,0,0,1,0,1,False,True,0.3365774533657745,0.20780404137857103
6685000,6600,2,2,4,1,0,1,0,0,0,1,False,False,0.19708029197080293,0.4693680656054028
6650000,4040,3,1,2,1,0,1,1,0,1,0,False,False,0.2570965125709651,0.15527683979203516
6650000,4260,4,2,2,1,0,0,1,0,0,0,True,False,0.10218978102189782,0.10998552821997104
6650000,6420,3,2,3,1,0,0,0,1,0,1,False,False,0.18978102189781024,0.28284290078790797
6650000,6500,3,2,3,1,0,0,0,1,0,1,False,False,0.19302514193025141,0.2871308356112987
6650000,5700,3,1,1,1,1,1,0,1,2,1,False,False,0.3917274939172749,0.24425148737739186
6650000,6000,3,2,3,1,1,0,0,1,0,0,False,False,0.17274939172749393,0.2603312429651069
6629000,6000,3,1,2,1,0,0,1,0,1,1,True,False,0.416058394160584,0.2603312429651069
6615000,4000,3,2,2,1,0,1,0,1,1,0,True,False,0.0916463909164639,0.1531328723803398
6615000,10500,3,2,1,1,0,1,0,1,1,1,False,False,0.35523114355231145,0.5015275767808329
6580000,6000,3,2,4,1,0,0,0,1,0,0,True,False,0.17274939172749393,0.2603312429651069
6510000,3760,3,1,2,1,0,0,1,0,2,0,True,False,0.23438767234387672,0.14026906791016774
6510000,8250,3,2,3,1,0,0,0,1,0,0,False,False,0.26399026763990263,0.38092940987296997
6510000,6670,3,1,3,1,0,1,0,0,0,1,False,True,0.47039740470397406,0.2962426971110039
6475000,3960,3,1,1,1,0,1,0,0,2,0,True,False,0.25060827250608275,0.15098890496864448
6475000,7410,3,1,1,1,1,1,0,1,2,1,False,True,0.5304136253041363,0.3359060942273677
6440000,8580,5,3,2,1,0,0,0,0,2,0,False,False,0.16139497161394972,0.21466473709599612
6440000,5000,3,1,2,1,0,0,0,1,0,0,True,False,0.33495539334955393,0.20673205767272337
6419000,6750,2,1,1,1,1,1,0,0,2,1,False,False,0.4768856447688564,0.48142788229618905
6405000,4800,3,2,4,1,1,0,0,1,0,0,False,False,0.12408759124087593,0.19601222061424664
6300000,7200,3,2,1,1,0,1,0,1,3,0,True,False,0.2214111922141119,0.3246502653159672
6300000,6000,4,2,4,1,0,0,0,0,1,0,True,False,0.17274939172749393,0.1799324650265316
6300000,4100,3,2,3,1,0,0,0,1,2,0,True,False,0.09570154095701541,0.15849279090957819
6300000,9000,3,1,1,1,0,1,0,0,1,1,False,False,0.6593673965936739,0.4211287988422576
6300000,6400,3,1,1,1,1,1,0,1,1,1,True,False,0.4484995944849959,0.28177091708206037
6293000,6600,3,2,3,1,0,0,0,1,0,1,False,True,0.19708029197080293,0.29249075414053705
6265000,6000,4,1,3,1,1,1,0,0,0,1,False,True,0.416058394160584,0.1799324650265316
6230000,6600,3,2,1,1,0,1,0,1,0,1,False,True,0.19708029197080293,0.29249075414053705
6230000,5500,3,1,3,1,0,0,0,0,1,1,False,True,0.37550689375506896,0.23353165031891512
6195000,5500,3,2,4,1,1,0,0,1,1,0,True,False,0.15247364152473641,0.23353165031891512
6195000,6350,3,2,3,1,1,0,0,1,0,0,False,False,0.18694241686942417,0.2790909578174412
6195000,5500,3,2,1,1,1,1,0,0,2,1,False,False,0.15247364152473641,0.23353165031891512
6160000,4500,3,1,4,1,0,0,0,1,0,0,False,True,0.2944038929440389,0.1799324650265316
6160000,5450,4,2,1,1,0,1,0,1,0,1,True,False,0.15044606650446066,0.15782280109342336
6125000,6420,3,1,3,1,0,1,0,0,0,1,False,True,0.45012165450121655,0.28284290078790797
6107500,3240,4,1,3,1,0,0,0,0,1,0,True,False,0.19221411192214113,0.06898215147129763
6090000,6615,4,2,2,1,1,0,1,0,1,0,True,False,0.19768856447688563,0.2046550892426435
6090000,6600,3,1,1,1,1,1,0,0,2,1,True,False,0.46472019464720193,0.29249075414053705
6090000,8372,3,1,3,1,0,0,0,1,2,0,False,True,0.6084347120843471,0.3874685104786407
6083000,4300,6,2,2,1,0,0,0,0,0,0,False,False,0.10381184103811841,0.05397437958943023
6083000,9620,3,1,1,1,0,1,0,0,2,1,False,False,0.7096512570965126,0.45436029372353537
6020000,6800,2,1,1,1,1,1,0,0,2,0,False,False,0.4809407948094079,0.4854478211931178
6020000,8000,3,1,1,1,1,1,0,1,2,1,True,False,0.5782643957826439,0.367529613549874
6020000,6900,3,2,1,1,1,1,0,0,0,1,False,True,0.20924574209245742,0.3085705097282522
5950000,3700,4,1,2,1,1,0,0,1,0,0,False,False,0.22952149229521493,0.08747387039716997
5950000,6420,3,1,1,1,0,1,0,1,0,1,False,False,0.45012165450121655,0.28284290078790797
5950000,7020,3,1,1,1,0,1,0,1,2,1,True,False,0.4987834549878345,0.3150024119633381
5950000,6540,3,1,1,1,1,1,0,0,2,1,False,False,0.45985401459854014,0.289274803022994
5950000,7231,3,1,2,1,1,1,0,1,0,1,True,False,0.5158961881589619,0.3263118400600311
5950000,6254,4,2,1,1,0,1,0,0,1,1,True,False,0.18304947283049475,0.19014310982473068
5950000,7320,4,2,2,1,0,0,0,0,0,0,False,False,0.2262773722627737,0.23299565846599132
5950000,6525,3,2,4,1,0,0,0,0,1,0,False,False,0.19403892944038928,0.2884708152436083
5880000,7160,3,1,1,1,0,1,0,0,2,1,False,True,0.5101378751013788,0.3225062979042719
5880000,6500,3,2,3,1,0,0,0,1,0,0,False,True,0.19302514193025141,0.2871308356112987
5873000,5500,3,1,3,1,1,0,0,1,1,0,False,False,0.37550689375506896,0.23353165031891512
5873000,11460,3,1,3,1,0,0,0,0,2,1,True,False,0.8588807785888077,0.5529827946615211
5866000,4800,3,1,1,1,1,1,0,0,0,0,False,True,0.318734793187348,0.19601222061424664
5810000,5828,4,1,4,1,1,0,0,0,0,0,True,False,0.40210867802108674,0.17301817012381412
5810000,5200,3,1,3,1,0,0,0,1,0,0,True,False,0.35117599351176,0.21745189473120005
5810000,4800,3,1,3,1,0,0,0,1,0,0,False,True,0.318734793187348,0.19601222061424664
5803000,7000,3,1,1,1,0,1,0,0,2,1,True,False,0.49716139497161393,0.3139304282574905
5775000,6000,3,2,4,1,0,0,0,1,0,0,False,True,0.17274939172749393,0.2603312429651069
5740000,5400,4,2,2,1,0,0,0,1,2,0,False,True,0.14841849148418493,0.155812831644959
5740000,4640,4,1,2,1,0,0,0,0,1,0,True,False,0.30575831305758316,0.12526129602830036
5740000,5000,3,1,3,1,0,0,0,1,0,0,True,False,0.33495539334955393,0.20673205767272337
5740000,6360,3,1,1,1,1,1,0,1,2,1,False,False,0.44525547445255476,0.27962694967036505
5740000,5800,3,2,4,1,0,0,0,1,0,0,False,True,0.16463909164639093,0.2496114059066302
5652500,6660,4,2,2,1,1,1,0,0,1,1,True,False,0.19951338199513383,0.20646406174626145
5600000,10500,4,2,2,1,0,0,0,0,1,0,True,False,0.35523114355231145,0.3608297153883261
5600000,4800,5,2,3,0,0,1,1,0,0,0,False,True,0.12408759124087593,0.09310178485287024
5600000,4700,4,1,2,1,1,1,0,1,1,0,False,False,0.31062449310624496,0.12767325936645763
5600000,5000,3,1,4,1,0,0,0,0,0,0,False,False,0.33495539334955393,0.20673205767272337
5600000,10500,2,1,1,1,0,0,0,0,1,0,True,False,0.7810218978102189,0.7829232995658466
5600000,5500,3,2,2,1,0,0,0,0,1,0,True,False,0.15247364152473641,0.23353165031891512
5600000,6360,3,1,3,1,0,0,0,0,0,1,True,False,0.44525547445255476,0.27962694967036505
5600000,6600,4,2,1,1,0,1,0,0,0,1,True,False,0.19708029197080293,0.2040520984081042
5600000,5136,3,1,2,1,1,1,0,1,0,1,False,True,0.345985401459854,0.21402154687248756
5565000,4400,4,1,2,1,0,0,0,1,2,1,True,False,0.2862935928629359,0.11561344267567134
5565000,5400,5,1,2,1,1,1,0,1,0,1,False,False,0.36739659367396593,0.11239749155812831
5530000,3300,3,3,2,1,0,1,0,0,0,0,True,False,0.018653690186536898,0.11561344267567134
5530000,3650,3,2,2,1,0,0,0,0,2,0,True,False,0.07745336577453366,0.13437315752800558
5530000,6100,3,2,1,1,0,1,0,0,2,1,False,False,0.17680454176804541,0.26569116149434524
5523000,6900,3,1,1,1,1,1,0,0,0,1,True,False,0.4890510948905109,0.3085705097282522
5495000,2817,4,2,2,0,1,1,0,0,1,0,False,False,0.04367396593673967,0.051977809937288955
5495000,7980,3,1,1,1,0,0,0,0,2,0,True,False,0.5766423357664233,0.3664576298440264
5460000,3150,3,2,1,1,1,1,0,1,0,0,False,False,0.05717761557177617,0.1075735648818138
5460000,6210,4,1,4,1,1,0,0,1,0,0,False,False,0.43309002433090027,0.188374336710082
5460000,6100,3,1,3,1,1,0,0,1,0,1,True,False,0.4241686942416869,0.26569116149434524
5460000,6600,4,2,2,1,1,1,0,0,0,1,True,False,0.19708029197080293,0.2040520984081042
5425000,6825,3,1,1,1,1,1,0,1,0,1,True,False,0.4829683698296837,0.3045505708313233
5390000,6710,3,2,2,1,1,1,0,0,1,1,False,False,0.20154095701540956,0.29838666452269924
5383000,6450,3,2,1,1,1,1,1,0,0,0,False,True,0.19099756690997569,0.28445087634667954
5320000,7800,3,1,1,1,0,1,0,1,2,1,False,True,0.5620437956204379,0.35680977649139733
5285000,4600,2,2,1,1,0,0,0,1,2,0,True,False,0.1159772911597729,0.3085705097282522
5250000,4260,4,1,2,1,0,1,0,1,0,0,False,False,0.2749391727493917,0.10998552821997104
5250000,6540,4,2,2,0,0,0,0,1,0,0,True,False,0.19464720194647203,0.2016401350699469
5250000,5500,3,2,1,1,0,1,0,0,0,0,True,False,0.15247364152473641,0.23353165031891512
5250000,10269,3,1,1,1,0,0,0,0,1,1,True,False,0.762287104622871,0.48914616497829233
5250000,8400,3,1,2,1,1,1,0,1,2,1,False,True,0.6107055961070559,0.3889692876668275
5250000,5300,4,2,1,1,0,0,0,1,0,1,False,True,0.14436334144363341,0.15179289274803023
5250000,3800,3,1,2,1,1,1,0,0,1,1,False,True,0.2376317923763179,0.1424130353218631
5250000,9800,4,2,2,1,1,0,0,0,2,0,True,False,0.3268450932684509,0.3326901431098247
5250000,8520,3,1,1,1,0,0,0,1,2,0,False,False,0.6204379562043796,0.39540118990191353
5243000,6050,3,1,1,1,0,1,0,0,0,1,True,False,0.42011354420113545,0.26301120222972607
5229000,7085,3,1,1,1,1,1,0,0,2,1,True,False,0.5040551500405515,0.318486359007343
5215000,3180,3,2,2,1,0,0,0,0,2,0,True,False,0.05839416058394162,0.10918154044058531
5215000,4500,4,2,1,0,0,1,0,1,2,0,True,False,0.11192214111922141,0.11963338157260009
5215000,7200,3,1,2,1,1,1,0,0,1,1,False,False,0.5133819951338199,0.3246502653159672
5145000,3410,3,1,2,0,0,0,0,1,0,0,True,False,0.20600162206001624,0.12150935305783353
5145000,7980,3,1,1,1,0,0,0,0,1,1,True,False,0.5766423357664233,0.3664576298440264
5110000,3000,3,2,2,1,1,1,0,0,0,0,False,False,0.05109489051094891,0.09953368708795626
5110000,3000,3,1,2,1,0,1,0,0,0,0,False,True,0.17274939172749393,0.09953368708795626
5110000,11410,2,1,2,1,0,0,0,0,0,1,False,False,0.8548256285482563,0.8560861874899501
5110000,6100,3,1,1,1,0,1,0,1,0,1,True,False,0.4241686942416869,0.26569116149434524
5075000,5720,2,1,2,1,0,0,0,1,0,1,False,True,0.3933495539334956,0.39861714101945644
5040000,3540,2,1,1,0,1,1,0,0,0,0,True,False,0.2165450121654501,0.22334780511336225
5040000,7600,4,1,2,1,0,0,0,1,2,0,False,False,0.5458231954582319,0.24425148737739186
5040000,10700,3,1,2,1,1,1,0,0,0,0,True,False,0.797242497972425,0.5122474138393096
5040000,6600,3,1,1,1,1,1,0,0,0,1,False,False,0.46472019464720193,0.29249075414053705
5033000,4800,2,1,1,1,1,1,0,0,0,0,True,False,0.318734793187348,0.3246502653159672
5005000,8150,3,2,1,1,1,1,0,0,0,0,True,False,0.2599351175993512,0.3755694913437315
4970000,4410,4,3,2,1,0,1,0,0,2,0,True,False,0.048661800486618,0.1160154365653642
4970000,7686,3,1,1,1,1,1,1,0,0,0,True,False,0.5527980535279805,0.3506994693680656
4956000,2800,3,2,2,0,0,1,0,1,1,0,True,False,0.04298459042984591,0.08881385002947956
4935000,5948,3,1,2,1,0,0,0,1,0,0,True,False,0.41184103811841033,0.257544085329903
4907000,4200,3,1,2,1,0,0,0,0,1,0,False,False,0.27007299270072993,0.16385270943881652
4900000,4520,3,1,2,1,0,1,0,1,0,0,True,False,0.2960259529602596,0.18100444873237928
4900000,4095,3,1,2,0,1,1,0,1,0,0,True,False,0.26155717761557173,0.15822479498311626
4900000,4120,2,1,1,1,0,1,0,0,1,0,True,False,0.2635847526358476,0.269979096317736
4900000,5400,4,1,2,1,0,0,0,0,0,0,True,False,0.36739659367396593,0.155812831644959
4900000,4770,3,1,1,1,1,1,0,0,0,0,True,False,0.316301703163017,0.19440424505547513
4900000,6300,3,1,1,1,0,0,0,1,2,0,True,False,0.44038929440389296,0.27641099855282203
4900000,5800,2,1,1,1,1,1,0,1,0,0,True,False,0.39983779399837793,0.4050490432545425
4900000,3000,3,1,2,1,0,1,0,1,0,0,True,False,0.17274939172749393,0.09953368708795626
4900000,2970,3,1,3,1,0,0,0,0,0,0,True,False,0.17031630170316303,0.09792571152918475
4900000,6720,3,1,1,1,0,0,0,0,0,0,False,True,0.4744525547445255,0.2989226563756231
4900000,4646,3,1,2,1,1,1,0,0,2,0,True,False,0.3062449310624493,0.1877579460792196
4900000,12900,3,1,1,1,0,0,0,0,2,0,False,False,0.975669099756691,0.6301656214825534
4893000,3420,4,2,2,1,0,1,0,1,2,0,True,False,0.0681265206812652,0.07621804148576941
4893000,4995,4,2,1,1,0,1,0,0,0,0,True,False,0.13199513381995134,0.13953207911239748
4865000,4350,2,1,1,1,0,1,0,0,0,0,False,True,0.2822384428223844,0.2884708152436083
4830000,4160,3,1,3,1,0,0,0,0,0,0,False,True,0.2668288726682887,0.1617087420271212
4830000,6040,3,1,1,1,0,0,0,0,2,1,True,False,0.4193025141930251,0.2624752103768022
4830000,6862,3,1,2,1,0,0,0,1,2,1,False,False,0.48596918085969176,0.30653374068714156
4830000,4815,2,1,1,1,0,0,0,1,0,1,True,False,0.3199513381995134,0.3258562469850458
4795000,7000,3,1,2,1,0,1,0,0,0,0,False,True,0.49716139497161393,0.3139304282574905
4795000,8100,4,1,4,1,0,1,0,1,2,0,True,False,0.5863746958637469,0.26435118186203566
4767000,3420,4,2,2,1,0,0,0,0,0,0,True,False,0.0681265206812652,0.07621804148576941
4760000,9166,2,1,1,1,0,1,0,1,2,0,True,False,0.6728304947283049,0.675671329795787
4760000,6321,3,1,2,1,0,1,0,1,1,0,False,False,0.4420924574209245,0.2775365814439621
4760000,10240,2,1,1,1,0,0,0,1,2,1,False,True,0.7599351175993512,0.762019617301817
4753000,6440,2,1,1,1,0,0,0,1,3,0,True,False,0.4517437145174371,0.4565042611352307
4690000,5170,3,1,4,1,0,0,0,1,0,0,True,False,0.3487429034874291,0.21584391917242854
4690000,6000,2,1,1,1,0,1,0,1,1,0,False,False,0.416058394160584,0.4211287988422576
4690000,3630,3,1,2,1,0,0,0,0,2,0,True,False,0.2238442822384428,0.1333011738221579
4690000,9667,4,2,2,1,1,1,0,0,1,0,True,False,0.32145174371451746,0.32734362437690945
4690000,5400,2,1,2,1,0,0,0,0,0,1,True,False,0.36739659367396593,0.37288953207911235
4690000,4320,3,1,1,1,0,0,0,0,0,1,True,False,0.2798053527980535,0.17028461167390255
4655000,3745,3,1,2,1,0,1,0,0,0,0,False,False,0.23317112733171128,0.139465080130782
4620000,4160,3,1,1,1,1,1,0,1,0,0,False,True,0.2668288726682887,0.1617087420271212
4620000,3880,3,2,2,1,0,1,0,0,2,0,True,False,0.0867802108678021,0.14670097014525377
4620000,5680,3,1,2,1,1,0,0,1,1,0,True,False,0.39010543390105434,0.2431795036715442
4620000,2870,2,1,2,1,1,1,0,0,0,1,True,False,0.16220600162206003,0.1694806238945168
4620000,5010,3,1,2,1,0,1,0,0,0,0,True,False,0.33576642335766427,0.20726804952564723
4613000,4510,4,2,2,1,0,1,0,0,0,0,True,False,0.11232765612327655,0.12003537546229298
4585000,4000,3,1,2,1,0,0,0,0,1,0,False,False,0.2538523925385239,0.1531328723803398
4585000,3840,3,1,2,1,0,0,0,0,1,1,True,False,0.24087591240875914,0.14455700273355845
4550000,3760,3,1,1,1,0,0,0,0,2,0,True,False,0.23438767234387672,0.14026906791016774
4550000,3640,3,1,2,1,0,0,0,1,0,0,False,False,0.22465531224655313,0.13383716567508172
4550000,2550,3,1,2,1,0,1,0,0,0,0,False,False,0.1362530413625304,0.07541405370638365
4550000,5320,3,1,2,1,1,1,0,0,0,1,True,False,0.3609083536090836,0.2238837969662861
4550000,5360,3,1,2,1,0,0,0,0,2,1,False,True,0.3641524736415247,0.22602776437798147
4550000,3520,3,1,1,1,0,0,0,0,0,1,True,False,0.21492295214922955,0.1274052634399957
4550000,8400,4,1,4,1,0,0,0,0,3,0,False,True,0.6107055961070559,0.27641099855282203
4543000,4100,2,2,1,1,1,1,0,0,0,0,True,False,0.09570154095701541,0.2683711207589644
4543000,4990,4,2,2,1,1,1,0,0,0,1,False,False,0.13179237631792376,0.13933108216755105
4515000,3510,3,1,3,1,0,0,0,0,0,0,True,False,0.2141119221411192,0.12686927158707187
4515000,3450,3,1,2,1,0,1,0,0,1,0,True,False,0.20924574209245742,0.12365332046952887
4515000,9860,3,1,1,1,0,0,0,0,0,0,True,False,0.7291159772911597,0.46722409819370736
4515000,3520,2,1,2,1,0,0,0,0,0,1,False,False,0.21492295214922955,0.2217398295545908
4480000,4510,4,1,2,1,0,0,0,1,2,0,True,False,0.29521492295214924,0.12003537546229298
4480000,5885,2,1,1,1,0,0,0,1,1,0,False,True,0.40673154906731546,0.4118829393793214
4480000,4000,3,1,2,1,0,0,0,0,2,0,False,False,0.2538523925385239,0.1531328723803398
4480000,8250,3,1,1,1,0,0,0,0,0,0,False,False,0.5985401459854014,0.38092940987296997
4480000,4040,3,1,2,1,0,0,0,0,1,0,True,False,0.2570965125709651,0.15527683979203516
4473000,6360,2,1,1,1,0,1,0,1,1,0,False,False,0.44525547445255476,0.45007235890014463
4473000,3162,3,1,2,1,0,0,0,1,1,0,False,False,0.18588807785888076,0.10821675510532239
4473000,3510,3,1,2,1,0,0,0,0,0,0,True,False,0.2141119221411192,0.12686927158707187
4445000,3750,2,1,1,1,1,1,0,0,0,0,True,False,0.23357664233576644,0.2402315484804631
4410000,3968,3,1,2,0,0,0,0,0,0,0,True,False,0.251257096512571,0.15141769845098355
4410000,4900,2,1,2,1,0,1,0,0,0,0,True,False,0.3268450932684509,0.3326901431098247
4403000,2880,3,1,2,1,0,0,0,0,0,1,True,False,0.1630170316301703,0.09310178485287024
4403000,4880,3,1,1,1,0,0,0,0,2,1,False,True,0.32522303325223034,0.20030015543763738
4403000,4920,3,1,2,1,0,0,0,0,1,0,True,False,0.3284671532846716,0.2024441228493327
4382000,4950,4,1,2,1,0,0,0,1,0,0,True,False,0.3309002433090025,0.13772310660877954
4375000,3900,3,1,2,1,0,0,0,0,0,0,False,True,0.24574209245742093,0.14777295385110145
4340000,4500,3,2,3,1,0,0,1,0,1,0,False,False,0.11192214111922141,0.1799324650265316
4340000,1905,5,1,2,0,0,1,0,0,0,0,True,False,0.08394160583941607,0.0
4340000,4075,3,1,1,1,1,1,0,0,2,0,True,False,0.2599351175993512,0.15715281127726857
